task,split,hf_subset,GritLM/GritLM-7B(13f00a0e36500c80ce12870ea513846a066004af),intfloat/multilingual-e5-base(d13f1b27baf31030b7fd040960d60d909913633f),intfloat/multilingual-e5-large(4dc6d853a804b9c8886ede6dda8a073b7dc08a81),intfloat/multilingual-e5-large-instruct(baa7be480a7de1539afce709c8f13f833a510e0a),intfloat/multilingual-e5-small(e4ce9877abf3edfe10b0d82785e83bdcb973e22e),sentence-transformers/LaBSE(e34fab64a3011d2176c99545a93d5cbddc9a91b7),sentence-transformers/all-MiniLM-L12-v2(a05860a77cef7b37e0048a7864658139bc18a854),sentence-transformers/all-MiniLM-L12-v2(no_revision_available),sentence-transformers/all-MiniLM-L6-v2(8b3219a92973c328a8e22fadcfa821b5dc75636a),sentence-transformers/all-mpnet-base-v2(84f2bcc00d77236f9e89c8a360a00fb1139bf47d),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2(bf3bf13ab40c3157080a7ab344c831b9ad18b5eb),sentence-transformers/paraphrase-multilingual-mpnet-base-v2(79f2382ceacceacdf38563d7c5d16b9ff8d725d6)
BibleNLPBitextMining,train,eng_Latn-urt_Latn,,,,,,,1.0,,1.0,0.5,0.5,1.1
BibleNLPBitextMining,train,eng_Latn-urw_Latn,,,,,,,1.6,,3.2,2.4,4.0,4.8
BibleNLPBitextMining,train,eng_Latn-usa_Latn,,,,,,,0.7,,0.5,0.2,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-usp_Latn,,,,,,,2.6,,0.7,1.0,0.7,1.1
BibleNLPBitextMining,train,eng_Latn-uvh_Latn,,,,,,,0.9,,0.8,0.1,0.5,0.8
BibleNLPBitextMining,train,eng_Latn-uvl_Latn,,,,,,,0.7,,0.3,0.7,1.5,0.8
BibleNLPBitextMining,train,eng_Latn-vid_Latn,,,,,,,0.8,,0.7,1.1,0.3,0.8
BibleNLPBitextMining,train,eng_Latn-vie_Latn,,,,,,,0.0,,0.5,0.1,94.9,95.8
BibleNLPBitextMining,train,eng_Latn-viv_Latn,,,,,,,1.0,,0.3,0.5,0.7,0.1
BibleNLPBitextMining,train,eng_Latn-vmy_Latn,,,,,,,1.8,,0.6,0.9,2.5,1.7
BibleNLPBitextMining,train,eng_Latn-waj_Latn,,,,,,,0.8,,0.6,1.2,0.1,0.0
BibleNLPBitextMining,train,eng_Latn-wal_Ethi,,,,,,,0.4,,0.4,0.4,0.1,0.5
BibleNLPBitextMining,train,eng_Latn-wap_Latn,,,,,,,5.2,,4.9,5.5,3.6,3.8
BibleNLPBitextMining,train,eng_Latn-wat_Latn,,,,,,,1.6,,1.3,1.3,0.5,0.1
BibleNLPBitextMining,train,eng_Latn-wbi_Latn,,,,,,,1.4,,2.6,1.5,1.3,1.5
BibleNLPBitextMining,train,eng_Latn-wbp_Latn,,,,,,,0.7,,0.0,0.9,0.0,0.7
BibleNLPBitextMining,train,eng_Latn-wed_Latn,,,,,,,3.8,,3.9,2.8,2.8,4.0
BibleNLPBitextMining,train,eng_Latn-wer_Latn,,,,,,,0.2,,1.0,0.6,1.3,0.8
BibleNLPBitextMining,train,eng_Latn-wim_Latn,,,,,,,4.5,,3.4,4.9,3.3,3.4
BibleNLPBitextMining,train,eng_Latn-wiu_Latn,,,,,,,0.0,,0.0,0.4,0.5,0.7
BibleNLPBitextMining,train,eng_Latn-wiv_Latn,,,,,,,2.0,,1.1,1.6,2.0,2.1
BibleNLPBitextMining,train,eng_Latn-wmt_Latn,,,,,,,0.4,,0.0,0.2,0.2,0.1
BibleNLPBitextMining,train,eng_Latn-wmw_Latn,,,,,,,1.5,,0.7,1.2,0.7,2.1
BibleNLPBitextMining,train,eng_Latn-wnc_Latn,,,,,,,0.4,,0.7,1.1,0.2,0.3
BibleNLPBitextMining,train,eng_Latn-wnu_Latn,,,,,,,1.0,,1.2,0.6,1.0,0.7
BibleNLPBitextMining,train,eng_Latn-wol_Latn,,,,,,,0.8,,0.8,0.3,1.4,0.9
BibleNLPBitextMining,train,eng_Latn-wos_Latn,,,,,,,1.0,,0.6,1.3,0.1,1.1
BibleNLPBitextMining,train,eng_Latn-wrk_Latn,,,,,,,0.3,,0.0,1.0,0.1,0.7
BibleNLPBitextMining,train,eng_Latn-wro_Latn,,,,,,,5.9,,6.1,6.6,3.5,3.6
BibleNLPBitextMining,train,eng_Latn-wrs_Latn,,,,,,,0.9,,1.2,0.7,0.9,0.6
BibleNLPBitextMining,train,eng_Latn-wsk_Latn,,,,,,,6.8,,5.6,5.7,4.6,3.8
BibleNLPBitextMining,train,eng_Latn-wuv_Latn,,,,,,,7.0,,6.3,7.8,3.8,3.8
BibleNLPBitextMining,train,eng_Latn-xav_Latn,,,,,,,1.1,,0.0,0.9,0.3,0.1
BibleNLPBitextMining,train,eng_Latn-xbi_Latn,,,,,,,1.4,,1.1,0.7,1.2,0.9
BibleNLPBitextMining,train,eng_Latn-xed_Latn,,,,,,,1.6,,0.9,0.8,0.9,0.4
BibleNLPBitextMining,train,eng_Latn-xla_Latn,,,,,,,0.7,,0.8,0.4,0.4,0.7
BibleNLPBitextMining,train,eng_Latn-xnn_Latn,,,,,,,1.7,,0.6,0.2,0.4,1.6
BibleNLPBitextMining,train,eng_Latn-xon_Latn,,,,,,,0.8,,1.4,0.9,0.8,0.9
BibleNLPBitextMining,train,eng_Latn-xsi_Latn,,,,,,,0.7,,0.6,0.6,0.5,1.0
BibleNLPBitextMining,train,eng_Latn-xtd_Latn,,,,,,,1.4,,1.1,0.6,1.0,1.2
BibleNLPBitextMining,train,eng_Latn-xtm_Latn,,,,,,,1.3,,2.2,0.2,0.6,0.1
BibleNLPBitextMining,train,eng_Latn-yaa_Latn,,,,,,,1.1,,0.8,0.3,1.4,1.4
BibleNLPBitextMining,train,eng_Latn-yad_Latn,,,,,,,0.3,,0.4,0.0,0.3,0.4
BibleNLPBitextMining,train,eng_Latn-yal_Latn,,,,,,,0.6,,0.4,0.5,1.3,0.8
BibleNLPBitextMining,train,eng_Latn-yap_Latn,,,,,,,2.8,,4.6,2.4,3.0,3.2
BibleNLPBitextMining,train,eng_Latn-yaq_Latn,,,,,,,0.1,,0.0,0.2,0.6,0.4
BibleNLPBitextMining,train,eng_Latn-yby_Latn,,,,,,,1.2,,0.5,0.0,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-ycn_Latn,,,,,,,0.9,,0.3,0.1,1.2,0.5
BibleNLPBitextMining,train,eng_Latn-yka_Latn,,,,,,,1.7,,1.5,1.9,2.0,3.4
BibleNLPBitextMining,train,eng_Latn-yle_Latn,,,,,,,0.7,,1.1,1.2,0.3,0.7
BibleNLPBitextMining,train,eng_Latn-yml_Latn,,,,,,,1.1,,0.8,0.2,0.5,0.9
BibleNLPBitextMining,train,eng_Latn-yon_Latn,,,,,,,1.5,,1.0,0.1,1.6,0.8
BibleNLPBitextMining,train,eng_Latn-yor_Latn,,,,,,,0.9,,0.8,1.0,1.8,1.9
BibleNLPBitextMining,train,eng_Latn-yrb_Latn,,,,,,,0.8,,0.0,0.1,0.1,0.0
BibleNLPBitextMining,train,eng_Latn-yre_Latn,,,,,,,1.1,,0.1,0.4,1.0,0.1
BibleNLPBitextMining,train,eng_Latn-yss_Latn,,,,,,,1.1,,1.0,0.3,0.7,0.6
BibleNLPBitextMining,train,eng_Latn-yuj_Latn,,,,,,,0.8,,1.0,0.1,0.8,0.1
BibleNLPBitextMining,train,eng_Latn-yut_Latn,,,,,,,2.5,,0.4,1.0,0.7,0.7
BibleNLPBitextMining,train,eng_Latn-yuw_Latn,,,,,,,1.2,,1.1,0.5,0.2,0.2
BibleNLPBitextMining,train,eng_Latn-yva_Latn,,,,,,,1.1,,1.1,1.1,1.4,1.5
BibleNLPBitextMining,train,eng_Latn-zaa_Latn,,,,,,,1.2,,0.9,0.7,1.9,2.2
BibleNLPBitextMining,train,eng_Latn-zab_Latn,,,,,,,0.9,,1.2,0.6,1.6,1.7
BibleNLPBitextMining,train,eng_Latn-zac_Latn,,,,,,,3.7,,2.5,1.0,3.9,4.7
BibleNLPBitextMining,train,eng_Latn-zad_Latn,,,,,,,1.5,,0.4,0.5,0.9,1.5
BibleNLPBitextMining,train,eng_Latn-zai_Latn,,,,,,,2.1,,1.0,1.3,1.2,3.1
BibleNLPBitextMining,train,eng_Latn-zaj_Latn,,,,,,,1.1,,1.5,1.2,0.3,0.7
BibleNLPBitextMining,train,eng_Latn-zam_Latn,,,,,,,1.8,,1.6,1.4,1.3,0.7
BibleNLPBitextMining,train,eng_Latn-zao_Latn,,,,,,,0.7,,0.4,0.2,1.3,0.9
BibleNLPBitextMining,train,eng_Latn-zap_Latn,,,,,,,1.3,,1.0,1.6,1.4,1.0
BibleNLPBitextMining,train,eng_Latn-zar_Latn,,,,,,,0.5,,0.6,0.2,1.2,2.3
BibleNLPBitextMining,train,eng_Latn-zas_Latn,,,,,,,0.6,,0.3,0.5,2.0,2.9
BibleNLPBitextMining,train,eng_Latn-zat_Latn,,,,,,,0.7,,0.4,0.6,0.1,2.1
BibleNLPBitextMining,train,eng_Latn-zav_Latn,,,,,,,1.0,,0.3,1.1,0.5,1.7
BibleNLPBitextMining,train,eng_Latn-zaw_Latn,,,,,,,0.9,,0.8,1.0,0.5,0.7
BibleNLPBitextMining,train,eng_Latn-zca_Latn,,,,,,,1.9,,0.6,0.8,1.4,1.8
BibleNLPBitextMining,train,eng_Latn-zga_Latn,,,,,,,1.3,,0.7,1.7,0.9,1.1
BibleNLPBitextMining,train,eng_Latn-zia_Latn,,,,,,,0.9,,0.9,0.8,0.4,0.1
BibleNLPBitextMining,train,eng_Latn-ziw_Latn,,,,,,,0.1,,0.7,0.2,0.4,0.7
BibleNLPBitextMining,train,eng_Latn-zlm_Latn,,,,,,,1.8,,1.1,2.0,84.0,91.6
BibleNLPBitextMining,train,eng_Latn-zos_Latn,,,,,,,1.1,,1.7,0.4,1.1,2.2
BibleNLPBitextMining,train,eng_Latn-zpc_Latn,,,,,,,1.5,,0.8,1.2,0.8,2.7
BibleNLPBitextMining,train,eng_Latn-zpl_Latn,,,,,,,1.2,,0.3,1.2,4.2,4.0
BibleNLPBitextMining,train,eng_Latn-zpm_Latn,,,,,,,0.9,,0.5,1.3,1.1,1.0
BibleNLPBitextMining,train,eng_Latn-zpo_Latn,,,,,,,1.8,,1.0,0.8,0.3,0.9
BibleNLPBitextMining,train,eng_Latn-zpq_Latn,,,,,,,0.3,,1.5,1.4,0.5,0.7
BibleNLPBitextMining,train,eng_Latn-zpu_Latn,,,,,,,2.6,,0.9,1.4,1.5,3.0
BibleNLPBitextMining,train,eng_Latn-zpv_Latn,,,,,,,2.0,,1.2,1.5,1.5,1.8
BibleNLPBitextMining,train,eng_Latn-zpz_Latn,,,,,,,1.2,,1.0,0.8,0.4,0.7
BibleNLPBitextMining,train,eng_Latn-zsr_Latn,,,,,,,0.9,,0.9,0.6,2.2,2.8
BibleNLPBitextMining,train,eng_Latn-ztq_Latn,,,,,,,1.0,,1.2,0.7,1.6,1.8
BibleNLPBitextMining,train,eng_Latn-zty_Latn,,,,,,,1.3,,0.4,0.1,0.0,0.1
BibleNLPBitextMining,train,eng_Latn-zyp_Latn,,,,,,,1.4,,2.5,1.3,0.7,1.5
BibleNLPBitextMining,train,enq_Latn-eng_Latn,,,,,,,0.4,,0.7,0.4,0.0,0.0
BibleNLPBitextMining,train,epo_Latn-eng_Latn,,,,,,,7.7,,5.4,3.7,32.3,52.3
BibleNLPBitextMining,train,eri_Latn-eng_Latn,,,,,,,1.5,,1.1,0.8,1.1,2.0
BibleNLPBitextMining,train,ese_Latn-eng_Latn,,,,,,,0.2,,0.0,0.2,0.8,0.3
BibleNLPBitextMining,train,esk_Latn-eng_Latn,,,,,,,3.4,,3.0,5.8,3.1,3.0
BibleNLPBitextMining,train,etr_Latn-eng_Latn,,,,,,,0.2,,0.2,0.2,0.4,0.7
BibleNLPBitextMining,train,ewe_Latn-eng_Latn,,,,,,,1.2,,0.5,0.0,1.7,3.0
BibleNLPBitextMining,train,faa_Latn-eng_Latn,,,,,,,0.0,,0.2,0.4,0.8,0.4
BibleNLPBitextMining,train,fai_Latn-eng_Latn,,,,,,,0.4,,0.7,0.1,0.6,0.4
BibleNLPBitextMining,train,far_Latn-eng_Latn,,,,,,,1.3,,2.2,0.5,2.4,2.3
BibleNLPBitextMining,train,ffm_Latn-eng_Latn,,,,,,,0.9,,0.9,0.4,1.7,1.5
BibleNLPBitextMining,train,for_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.2,0.5
BibleNLPBitextMining,train,fra_Latn-eng_Latn,,,,,,,36.0,,24.2,35.8,95.9,96.9
BibleNLPBitextMining,train,fue_Latn-eng_Latn,,,,,,,1.8,,2.0,0.7,2.5,1.9
BibleNLPBitextMining,train,fuf_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.7,0.6
BibleNLPBitextMining,train,fuh_Latn-eng_Latn,,,,,,,1.6,,1.2,0.0,0.8,1.4
BibleNLPBitextMining,train,gah_Latn-eng_Latn,,,,,,,0.5,,0.5,0.0,0.0,0.4
BibleNLPBitextMining,train,gai_Latn-eng_Latn,,,,,,,0.5,,0.3,0.7,1.6,1.4
BibleNLPBitextMining,train,gam_Latn-eng_Latn,,,,,,,1.7,,1.6,0.9,1.5,2.8
BibleNLPBitextMining,train,gaw_Latn-eng_Latn,,,,,,,0.8,,1.2,0.7,0.7,1.4
BibleNLPBitextMining,train,gdn_Latn-eng_Latn,,,,,,,0.3,,0.0,0.1,0.4,0.0
BibleNLPBitextMining,train,gdr_Latn-eng_Latn,,,,,,,0.9,,0.1,0.6,1.0,2.3
BibleNLPBitextMining,train,geb_Latn-eng_Latn,,,,,,,1.0,,0.4,1.0,0.4,1.2
BibleNLPBitextMining,train,gfk_Latn-eng_Latn,,,,,,,0.6,,0.5,0.1,0.8,0.9
BibleNLPBitextMining,train,ghs_Latn-eng_Latn,,,,,,,0.2,,0.0,0.0,0.5,0.0
BibleNLPBitextMining,train,glk_Arab-eng_Latn,,,,,,,0.1,,0.1,1.1,58.3,67.9
BibleNLPBitextMining,train,gmv_Latn-eng_Latn,,,,,,,0.0,,0.1,0.2,0.6,0.4
BibleNLPBitextMining,train,gng_Latn-eng_Latn,,,,,,,0.0,,1.1,0.3,0.0,1.6
BibleNLPBitextMining,train,gnn_Latn-eng_Latn,,,,,,,0.0,,0.0,0.3,0.0,0.4
BibleNLPBitextMining,train,gnw_Latn-eng_Latn,,,,,,,1.8,,0.6,0.4,3.7,2.1
BibleNLPBitextMining,train,gof_Latn-eng_Latn,,,,,,,0.0,,0.3,0.0,0.3,0.5
BibleNLPBitextMining,train,grc_Grek-eng_Latn,,,,,,,0.0,,0.5,0.0,15.4,46.3
BibleNLPBitextMining,train,gub_Latn-eng_Latn,,,,,,,0.7,,0.0,0.4,0.4,0.8
BibleNLPBitextMining,train,guh_Latn-eng_Latn,,,,,,,0.4,,0.3,0.0,1.5,0.4
BibleNLPBitextMining,train,gui_Latn-eng_Latn,,,,,,,0.8,,0.3,0.1,1.6,2.3
BibleNLPBitextMining,train,guj_Gujr-eng_Latn,,,,,,,0.0,,0.0,0.4,34.8,49.0
BibleNLPBitextMining,train,gul_Latn-eng_Latn,,,,,,,29.6,,27.5,29.1,22.9,29.1
BibleNLPBitextMining,train,gum_Latn-eng_Latn,,,,,,,0.5,,2.2,1.8,1.7,2.1
BibleNLPBitextMining,train,gun_Latn-eng_Latn,,,,,,,0.6,,0.8,0.2,1.5,1.4
BibleNLPBitextMining,train,guo_Latn-eng_Latn,,,,,,,0.9,,0.9,0.9,1.0,2.8
BibleNLPBitextMining,train,gup_Latn-eng_Latn,,,,,,,5.6,,4.6,7.2,2.8,2.7
BibleNLPBitextMining,train,gux_Latn-eng_Latn,,,,,,,1.1,,0.9,1.0,0.8,1.9
BibleNLPBitextMining,train,gvc_Latn-eng_Latn,,,,,,,0.2,,0.0,0.3,0.8,1.2
BibleNLPBitextMining,train,gvf_Latn-eng_Latn,,,,,,,0.6,,0.4,0.3,1.6,0.6
BibleNLPBitextMining,train,gvn_Latn-eng_Latn,,,,,,,5.2,,5.1,5.4,4.0,2.0
BibleNLPBitextMining,train,gvs_Latn-eng_Latn,,,,,,,0.8,,0.4,0.8,0.6,0.8
BibleNLPBitextMining,train,gwi_Latn-eng_Latn,,,,,,,4.5,,2.4,3.3,5.1,4.4
BibleNLPBitextMining,train,gym_Latn-eng_Latn,,,,,,,0.8,,0.6,0.2,1.5,1.4
BibleNLPBitextMining,train,gyr_Latn-eng_Latn,,,,,,,0.5,,1.4,0.1,1.5,1.8
BibleNLPBitextMining,train,hat_Latn-eng_Latn,,,,,,,3.9,,1.8,3.3,3.4,3.9
BibleNLPBitextMining,train,hau_Latn-eng_Latn,,,,,,,1.9,,1.2,0.8,1.1,0.6
BibleNLPBitextMining,train,haw_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.0,2.0
BibleNLPBitextMining,train,hbo_Hebr-eng_Latn,,,,,,,0.0,,0.1,0.0,0.4,0.1
BibleNLPBitextMining,train,hch_Latn-eng_Latn,,,,,,,0.6,,0.0,0.0,0.0,0.3
BibleNLPBitextMining,train,heb_Hebr-eng_Latn,,,,,,,0.0,,0.4,0.5,77.4,80.4
BibleNLPBitextMining,train,heg_Latn-eng_Latn,,,,,,,0.8,,0.2,0.5,2.8,2.3
BibleNLPBitextMining,train,hin_Deva-eng_Latn,,,,,,,0.0,,0.0,0.0,87.6,94.5
BibleNLPBitextMining,train,hix_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.1,0.0
BibleNLPBitextMining,train,hla_Latn-eng_Latn,,,,,,,0.5,,0.8,0.4,1.5,0.9
BibleNLPBitextMining,train,hlt_Latn-eng_Latn,,,,,,,2.0,,3.3,1.4,0.5,2.3
BibleNLPBitextMining,train,hmo_Latn-eng_Latn,,,,,,,2.3,,1.2,0.2,1.2,1.5
BibleNLPBitextMining,train,hns_Latn-eng_Latn,,,,,,,1.2,,1.2,0.5,0.4,1.2
BibleNLPBitextMining,train,hop_Latn-eng_Latn,,,,,,,3.4,,5.6,3.8,4.6,4.4
BibleNLPBitextMining,train,hot_Latn-eng_Latn,,,,,,,0.2,,0.4,0.5,0.3,0.4
BibleNLPBitextMining,train,hrv_Latn-eng_Latn,,,,,,,0.7,,0.4,0.0,90.2,94.2
BibleNLPBitextMining,train,hto_Latn-eng_Latn,,,,,,,1.4,,1.1,1.1,1.4,2.2
BibleNLPBitextMining,train,hub_Latn-eng_Latn,,,,,,,0.2,,0.6,0.3,1.3,0.8
BibleNLPBitextMining,train,hui_Latn-eng_Latn,,,,,,,0.6,,0.0,0.0,0.5,0.6
BibleNLPBitextMining,train,hun_Latn-eng_Latn,,,,,,,1.8,,1.2,0.4,93.4,94.8
BibleNLPBitextMining,train,hus_Latn-eng_Latn,,,,,,,0.7,,0.5,0.3,0.8,0.5
BibleNLPBitextMining,train,huu_Latn-eng_Latn,,,,,,,2.9,,2.1,0.2,2.1,2.3
BibleNLPBitextMining,train,huv_Latn-eng_Latn,,,,,,,1.0,,0.5,0.4,2.0,1.8
BibleNLPBitextMining,train,hvn_Latn-eng_Latn,,,,,,,0.2,,0.3,0.6,1.2,2.6
BibleNLPBitextMining,train,ian_Latn-eng_Latn,,,,,,,0.0,,0.5,0.1,0.0,1.3
BibleNLPBitextMining,train,ign_Latn-eng_Latn,,,,,,,0.0,,0.6,0.3,0.8,2.0
BibleNLPBitextMining,train,ikk_Latn-eng_Latn,,,,,,,0.8,,0.1,0.1,0.2,0.7
BibleNLPBitextMining,train,ikw_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.6,0.1
BibleNLPBitextMining,train,ilo_Latn-eng_Latn,,,,,,,1.2,,0.8,0.5,2.2,2.2
BibleNLPBitextMining,train,imo_Latn-eng_Latn,,,,,,,1.2,,0.4,1.4,0.9,1.0
BibleNLPBitextMining,train,inb_Latn-eng_Latn,,,,,,,0.3,,0.1,0.6,2.2,1.5
BibleNLPBitextMining,train,ind_Latn-eng_Latn,,,,,,,2.9,,1.2,2.6,91.2,93.2
BibleNLPBitextMining,train,ino_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.4,0.9
BibleNLPBitextMining,train,iou_Latn-eng_Latn,,,,,,,0.4,,0.8,0.8,0.8,0.4
BibleNLPBitextMining,train,ipi_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,isn_Latn-eng_Latn,,,,,,,1.0,,0.0,0.2,1.8,1.4
BibleNLPBitextMining,train,ita_Latn-eng_Latn,,,,,,,8.8,,6.2,10.8,96.9,95.8
BibleNLPBitextMining,train,iws_Latn-eng_Latn,,,,,,,0.5,,0.0,0.0,1.2,0.9
BibleNLPBitextMining,train,ixl_Latn-eng_Latn,,,,,,,0.1,,0.0,0.7,0.6,1.6
BibleNLPBitextMining,train,jac_Latn-eng_Latn,,,,,,,1.5,,1.1,1.0,2.5,1.7
BibleNLPBitextMining,train,jae_Latn-eng_Latn,,,,,,,1.0,,0.9,0.1,1.3,1.7
BibleNLPBitextMining,train,jao_Latn-eng_Latn,,,,,,,0.0,,0.1,0.1,0.0,0.0
BibleNLPBitextMining,train,jic_Latn-eng_Latn,,,,,,,0.4,,0.4,0.0,0.8,1.3
BibleNLPBitextMining,train,jid_Latn-eng_Latn,,,,,,,1.8,,1.9,1.4,1.6,1.3
BibleNLPBitextMining,train,jiv_Latn-eng_Latn,,,,,,,0.2,,0.5,0.0,0.0,0.3
BibleNLPBitextMining,train,jni_Latn-eng_Latn,,,,,,,1.0,,0.4,0.0,1.1,1.2
BibleNLPBitextMining,train,jpn_Jpan-eng_Latn,,,,,,,2.8,,1.4,0.3,88.5,93.1
BibleNLPBitextMining,train,jvn_Latn-eng_Latn,,,,,,,1.1,,0.0,0.9,4.1,8.8
BibleNLPBitextMining,train,kan_Knda-eng_Latn,,,,,,,0.0,,0.0,0.0,2.7,40.2
BibleNLPBitextMining,train,kaq_Latn-eng_Latn,,,,,,,1.5,,1.0,0.7,0.7,2.6
BibleNLPBitextMining,train,kbc_Latn-eng_Latn,,,,,,,0.5,,0.1,0.2,2.1,2.3
BibleNLPBitextMining,train,kbh_Latn-eng_Latn,,,,,,,0.8,,0.4,0.0,2.1,2.0
BibleNLPBitextMining,train,kbm_Latn-eng_Latn,,,,,,,0.0,,0.5,0.7,0.4,0.6
BibleNLPBitextMining,train,kbq_Latn-eng_Latn,,,,,,,1.9,,0.6,0.8,1.2,0.8
BibleNLPBitextMining,train,kdc_Latn-eng_Latn,,,,,,,0.0,,0.6,0.5,1.1,1.0
BibleNLPBitextMining,train,kde_Latn-eng_Latn,,,,,,,0.6,,0.1,0.0,0.8,0.2
BibleNLPBitextMining,train,kdl_Latn-eng_Latn,,,,,,,0.7,,0.3,0.0,0.3,0.5
BibleNLPBitextMining,train,kek_Latn-eng_Latn,,,,,,,1.2,,0.6,0.3,0.5,1.8
BibleNLPBitextMining,train,ken_Latn-eng_Latn,,,,,,,0.0,,0.0,0.3,0.7,1.0
BibleNLPBitextMining,train,kew_Latn-eng_Latn,,,,,,,1.5,,0.0,0.1,1.3,1.6
BibleNLPBitextMining,train,kgf_Latn-eng_Latn,,,,,,,0.2,,0.5,0.4,0.0,0.5
BibleNLPBitextMining,train,kgk_Latn-eng_Latn,,,,,,,0.4,,0.0,0.4,0.4,0.7
BibleNLPBitextMining,train,kgp_Latn-eng_Latn,,,,,,,0.4,,0.0,0.6,1.3,3.2
BibleNLPBitextMining,train,khs_Latn-eng_Latn,,,,,,,0.0,,0.2,0.0,0.6,0.4
BibleNLPBitextMining,train,khz_Latn-eng_Latn,,,,,,,1.2,,1.2,1.7,1.3,1.0
BibleNLPBitextMining,train,kik_Latn-eng_Latn,,,,,,,0.3,,0.2,0.1,1.6,1.1
BibleNLPBitextMining,train,kiw_Latn-eng_Latn,,,,,,,2.5,,1.7,1.2,1.0,2.6
BibleNLPBitextMining,train,kiz_Latn-eng_Latn,,,,,,,0.1,,0.0,0.0,2.7,1.8
BibleNLPBitextMining,train,kje_Latn-eng_Latn,,,,,,,1.4,,0.8,2.2,2.4,1.8
BibleNLPBitextMining,train,kjs_Latn-eng_Latn,,,,,,,1.7,,1.0,0.1,1.2,1.2
BibleNLPBitextMining,train,kkc_Latn-eng_Latn,,,,,,,1.9,,0.3,0.9,0.1,0.5
BibleNLPBitextMining,train,kkl_Latn-eng_Latn,,,,,,,2.6,,1.4,1.7,2.3,1.8
BibleNLPBitextMining,train,klt_Latn-eng_Latn,,,,,,,1.2,,0.8,1.6,0.8,1.7
BibleNLPBitextMining,train,klv_Latn-eng_Latn,,,,,,,0.9,,1.1,0.6,1.3,0.3
BibleNLPBitextMining,train,kmg_Latn-eng_Latn,,,,,,,1.1,,1.2,0.2,0.8,2.1
BibleNLPBitextMining,train,kmh_Latn-eng_Latn,,,,,,,0.1,,0.2,0.3,0.0,0.0
BibleNLPBitextMining,train,kmk_Latn-eng_Latn,,,,,,,0.3,,1.3,1.8,3.9,4.1
BibleNLPBitextMining,train,kmo_Latn-eng_Latn,,,,,,,0.4,,0.4,0.0,0.3,0.9
BibleNLPBitextMining,train,kms_Latn-eng_Latn,,,,,,,1.7,,0.5,0.6,0.6,2.1
BibleNLPBitextMining,train,kmu_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.1,0.4
BibleNLPBitextMining,train,kne_Latn-eng_Latn,,,,,,,1.7,,1.2,1.3,2.4,2.6
BibleNLPBitextMining,train,knf_Latn-eng_Latn,,,,,,,0.1,,0.6,0.1,0.7,2.1
BibleNLPBitextMining,train,knj_Latn-eng_Latn,,,,,,,1.1,,0.4,0.8,0.9,1.1
BibleNLPBitextMining,train,knv_Latn-eng_Latn,,,,,,,0.7,,0.0,0.0,0.0,0.2
BibleNLPBitextMining,train,kos_Latn-eng_Latn,,,,,,,5.7,,5.6,3.4,6.6,4.2
BibleNLPBitextMining,train,kpf_Latn-eng_Latn,,,,,,,0.9,,0.4,0.1,0.3,0.9
BibleNLPBitextMining,train,kpg_Latn-eng_Latn,,,,,,,5.6,,4.4,4.2,4.0,4.2
BibleNLPBitextMining,train,kpj_Latn-eng_Latn,,,,,,,0.8,,0.9,0.3,1.1,1.7
BibleNLPBitextMining,train,kpr_Latn-eng_Latn,,,,,,,2.1,,1.9,2.3,1.5,2.2
BibleNLPBitextMining,train,kpw_Latn-eng_Latn,,,,,,,0.7,,0.9,0.0,0.1,1.4
BibleNLPBitextMining,train,kpx_Latn-eng_Latn,,,,,,,0.1,,0.0,0.4,0.4,0.2
BibleNLPBitextMining,train,kqa_Latn-eng_Latn,,,,,,,2.2,,0.4,3.3,1.9,3.2
BibleNLPBitextMining,train,kqc_Latn-eng_Latn,,,,,,,3.1,,3.5,2.4,5.8,3.3
BibleNLPBitextMining,train,kqf_Latn-eng_Latn,,,,,,,1.7,,0.9,0.5,2.2,1.4
BibleNLPBitextMining,train,kql_Latn-eng_Latn,,,,,,,3.4,,1.7,1.8,2.1,4.5
BibleNLPBitextMining,train,kqw_Latn-eng_Latn,,,,,,,1.7,,0.4,1.0,1.0,1.1
BibleNLPBitextMining,train,ksd_Latn-eng_Latn,,,,,,,0.7,,0.2,0.7,4.2,3.1
BibleNLPBitextMining,train,ksj_Latn-eng_Latn,,,,,,,2.8,,1.0,0.7,0.4,0.6
BibleNLPBitextMining,train,ksr_Latn-eng_Latn,,,,,,,1.1,,0.5,0.4,0.1,0.7
BibleNLPBitextMining,train,ktm_Latn-eng_Latn,,,,,,,4.6,,3.2,2.1,5.6,4.7
BibleNLPBitextMining,train,kto_Latn-eng_Latn,,,,,,,1.3,,1.0,0.4,2.0,1.1
